clienteid,produtoid,distribuidorid,dataid,quantidadevendida,faturamento,custofrete
38,99,1,1643,49,3227.05,41.37
32,42,21,707,30,1318.19,43.30
45,99,6,1584,43,875.31,83.05
43,24,15,641,85,4633.42,323.80
17,47,21,1060,21,997.70,51.67
24,76,24,1667,89,3945.64,207.87
6,15,18,428,75,3339.40,223.09
23,12,13,1563,92,6625.74,213.03
42,56,12,127,57,723.09,60.85
27,94,11,1442,50,3892.06,157.34
8,18,14,717,6,211.13,1.10
43,77,8,631,89,4140.90,372.36
50,25,19,536,19,674.78,5.59
36,21,8,1463,80,3785.88,200.74
44,64,21,44,94,8196.57,325.87
26,7,13,1215,85,3493.55,123.31
29,78,13,1376,4,239.09,6.57
6,81,27,358,70,4181.18,155.93
9,34,29,1193,58,730.00,44.80
42,39,19,70,95,1974.30,145.08
22,89,20,1348,86,4224.93,52.09
35,33,20,860,20,1296.37,56.09
35,35,30,683,17,1482.98,43.83
6,99,19,770,80,4827.26,63.93
9,30,13,498,4,93.31,6.84
22,52,10,672,18,233.39,1.64
30,2,4,1511,77,752.24,67.32
49,71,18,461,88,1584.81,146.25
5,62,18,1643,12,901.33,18.95
2,54,15,1132,99,7984.19,241.02
31,10,9,427,47,2971.90,127.34
21,51,10,385,34,2326.29,3.34
41,29,3,67,35,1001.70,40.78
2,8,8,1584,89,536.17,3.01
1,9,8,1786,99,9677.51,549.96
30,20,29,878,67,3837.02,147.42
36,49,10,820,10,288.78,14.79
46,22,9,83,24,465.58,28.23
19,23,14,1313,26,917.47,36.96
43,39,22,1550,30,487.95,13.57
37,18,6,1361,88,196.97,17.97
6,7,13,1687,84,3970.28,369.39
13,78,19,1389,55,324.54,17.09
48,53,5,1687,43,3150.09,164.51
8,74,28,195,79,5359.17,288.02
16,77,17,1416,3,245.19,0.98
35,100,1,1135,33,2445.11,71.42
18,1,8,1207,83,2927.08,238.58
32,4,25,1429,99,290.72,27.47
35,79,28,1570,31,1964.33,53.62
21,53,10,1726,30,306.28,18.02
8,36,29,681,14,892.78,35.18
47,8,15,911,19,733.80,2.30
50,74,20,362,59,3825.24,16.83
7,94,8,1781,9,819.76,52.57
47,32,18,1562,57,3468.03,6.70
19,35,27,1263,9,37.85,3.78
30,51,14,333,1,46.01,4.24
2,45,23,1811,24,2150.19,139.42
11,22,3,1517,57,5157.46,262.30
18,93,1,297,68,5816.96,521.33
4,38,8,64,46,1777.98,137.92
33,70,4,8,33,1820.99,16.12
34,73,25,143,49,4309.67,95.11
49,83,17,859,83,5420.10,214.00
31,56,27,1689,100,2052.07,44.70
29,48,6,529,20,348.64,6.53
34,84,23,893,99,843.10,52.06
21,39,20,1354,18,618.09,54.07
33,63,15,464,86,2471.49,182.12
6,18,24,1613,86,6042.34,211.56
37,55,13,533,88,634.93,50.17
10,4,25,652,99,869.45,39.18
50,60,30,202,13,1211.08,1.67
7,5,10,1218,56,2779.17,52.52
17,9,1,634,45,107.70,9.45
50,53,7,626,80,5725.09,527.21
35,83,3,1805,43,838.10,74.44
1,67,19,360,3,266.64,5.68
1,47,16,1164,98,6041.27,255.47
9,65,29,1537,52,4997.07,356.70
1,95,4,1667,55,3817.95,215.75
18,53,11,809,34,2221.29,130.12
26,88,20,1201,80,5527.50,284.56
37,89,13,1815,2,114.61,7.43
42,80,18,115,17,1325.56,20.06
16,73,18,127,13,878.09,44.37
4,13,14,105,40,3057.08,128.13
34,97,3,1644,42,675.30,40.84
31,65,5,1704,44,3894.18,250.11
7,34,15,1447,38,3776.03,224.33
44,20,1,680,16,672.55,61.73
43,86,1,1541,36,2570.99,90.02
36,24,5,1725,90,8149.66,307.88
31,88,17,1524,84,7696.48,131.92
23,88,30,1115,96,3093.79,143.86
18,55,12,1664,20,1927.95,164.06
19,17,30,1483,91,495.64,28.47
16,76,4,422,98,6722.16,468.37
5,58,23,605,56,1402.84,7.93
31,55,11,1472,73,2979.19,271.25
27,57,27,1135,80,7066.11,518.55
13,49,12,1375,56,1570.95,9.99
20,43,16,451,10,419.96,24.21
13,56,1,1523,40,2471.36,200.79
33,87,8,1036,49,4171.69,350.38
43,73,22,159,20,1431.75,71.56
20,64,5,126,53,2193.74,101.75
36,21,19,1383,36,1727.77,131.11
20,69,28,30,28,183.61,9.63
19,54,26,1184,2,170.82,0.42
30,98,13,44,53,1305.33,39.28
40,56,30,1396,26,292.72,14.76
36,60,29,556,83,6875.21,183.10
26,70,2,822,51,1408.34,136.25
28,26,16,577,91,8407.77,10.39
3,21,10,774,42,574.21,5.70
44,25,15,151,82,6674.51,637.84
42,72,18,1503,65,569.52,51.41
37,7,13,759,78,4995.41,177.90
38,41,5,446,26,1708.14,93.28
25,56,23,1477,60,2617.39,180.78
49,4,16,919,22,1429.54,100.88
28,48,15,1723,94,2187.63,35.63
12,12,14,1734,74,592.07,44.54
49,14,6,1809,95,3226.43,189.39
5,57,12,602,85,7388.01,234.55
24,13,10,1073,8,201.07,15.92
9,100,26,1208,75,137.28,10.64
10,8,19,625,17,1629.00,95.18
5,21,26,205,19,1120.79,39.02
35,73,1,1704,88,7932.09,411.43
34,33,4,1617,35,654.04,39.38
14,97,18,1693,99,792.11,68.07
32,43,15,1230,86,5318.47,146.28
14,81,30,1812,43,1853.78,136.91
13,82,29,365,21,1575.72,22.22
19,65,3,1599,81,410.72,8.50
9,80,12,268,90,624.04,15.85
14,62,12,337,6,547.43,18.89
22,53,28,1154,97,5754.29,395.93
28,88,12,635,66,3267.16,287.75
32,90,17,306,62,1415.40,6.50
2,5,27,473,47,4493.90,400.02
41,61,8,1179,11,1055.48,56.50
46,95,22,1232,18,1465.21,97.56
9,17,22,747,68,1282.00,84.14
37,61,12,1011,83,1709.59,76.57
13,70,8,1520,94,9301.31,827.68
2,71,3,1819,78,737.87,15.39
13,61,26,1276,96,6914.24,489.66
48,63,4,678,93,6773.73,520.43
4,66,3,1571,97,250.64,21.83
22,75,5,185,62,1928.08,177.35
22,88,22,1245,85,362.37,16.43
19,51,6,1431,52,5123.15,357.85
29,61,23,1715,61,3523.16,318.19
11,86,26,996,90,4186.01,158.52
50,26,11,396,10,253.48,15.07
12,3,30,53,75,6332.89,233.86
2,27,30,1581,7,550.62,24.87
17,10,26,961,76,7019.32,513.57
17,69,9,197,19,988.81,46.39
4,67,10,539,2,88.38,3.87
1,64,15,726,80,5372.62,217.17
28,91,20,270,14,18.20,0.92
18,36,9,806,3,265.65,25.35
20,62,22,280,76,2514.59,226.93
37,38,4,1537,43,1300.04,127.37
38,21,3,1133,39,2270.50,214.42
17,33,21,520,48,1584.56,131.19
47,43,23,535,53,4081.91,139.44
17,24,15,963,49,468.80,9.21
41,92,9,1328,49,3991.93,237.51
11,73,27,220,36,232.64,17.05
43,57,21,671,61,379.21,9.01
47,21,29,1708,22,388.95,28.20
29,39,28,665,17,1058.39,95.04
2,4,12,1485,89,4684.97,315.01
31,78,26,1651,3,248.36,8.61
4,82,9,834,74,1974.62,112.19
39,63,9,954,43,3533.91,182.33
16,22,3,1466,23,704.32,21.46
50,10,13,1721,3,256.07,24.52
22,94,30,579,85,3967.49,54.54
47,19,9,652,76,879.81,34.29
39,81,28,701,70,813.31,21.29
14,89,3,268,74,3599.68,184.68
30,23,16,907,43,2293.47,168.44
5,65,13,723,73,2095.12,6.78
47,44,9,195,41,1419.83,89.16
6,35,3,1344,71,2930.92,235.76
33,55,7,735,86,4348.14,116.18
40,22,19,1494,97,3059.35,81.19
40,45,4,1189,49,1267.62,14.40
32,38,14,1769,31,2975.76,189.70
17,34,15,1537,9,383.34,3.81
18,41,5,242,9,766.47,16.07
41,89,13,996,83,3391.28,281.09
45,65,3,1587,10,641.34,43.31
22,32,23,71,1,68.93,1.91
47,16,12,690,31,1354.32,82.86
2,6,25,1163,24,2155.30,17.14
39,11,8,480,24,262.06,25.54
1,22,6,1723,58,2019.62,95.58
46,94,17,1087,18,935.96,4.21
2,51,27,491,62,5702.59,484.74
25,96,22,428,86,7719.05,46.48
38,17,15,711,53,3704.92,45.34
1,51,16,9,42,639.96,52.77
39,27,14,636,38,2854.61,166.04
32,18,14,1537,17,578.32,56.39
24,47,15,502,43,604.86,55.38
12,38,1,1511,33,2646.00,15.16
9,99,17,247,78,3713.17,82.24
5,54,2,989,12,150.60,5.60
4,98,5,291,15,819.10,64.10
29,36,16,570,24,1752.98,8.72
28,44,28,323,30,1663.77,31.32
45,53,21,283,20,1774.91,3.76
3,92,25,193,59,2731.99,103.09
9,31,14,531,65,5379.34,198.87
18,6,1,57,11,692.99,7.38
17,30,11,479,10,231.21,2.50
34,61,26,327,68,1041.62,30.80
27,82,7,795,49,2965.02,193.34
5,4,18,809,79,934.14,82.50
9,60,4,732,71,5546.46,322.39
24,50,22,963,66,4368.52,294.35
24,26,18,955,37,10.89,0.35
7,48,22,1618,100,6622.04,331.50
7,44,4,240,47,4384.23,49.49
42,2,20,902,64,1232.83,74.29
22,69,4,116,99,8810.77,545.07
45,2,26,718,31,677.70,54.01
24,71,17,1767,74,3991.53,352.12
39,59,14,1332,5,224.53,16.54
20,73,5,552,53,2504.82,123.16
49,28,7,1670,20,1371.64,119.14
45,50,15,1150,95,2972.82,38.94
36,56,12,398,14,509.17,19.14
6,57,9,1806,22,483.06,42.77
7,72,24,873,59,2285.33,139.94
44,45,9,764,34,1109.43,29.10
44,66,1,842,72,13.99,1.29
17,68,20,326,62,4980.00,31.47
14,10,11,1405,12,971.68,69.95
36,37,4,1521,69,4728.77,363.25
16,52,27,549,87,3021.86,94.52
8,33,15,146,27,668.42,51.25
24,27,9,153,91,592.92,45.56
16,11,4,519,61,1845.60,182.80
29,99,6,475,60,349.86,5.43
24,25,17,738,12,657.51,37.07
31,5,16,444,52,2495.64,111.19
1,17,15,754,3,57.62,3.05
18,56,25,865,96,1067.42,26.37
49,38,7,1430,43,1597.19,120.18
37,94,18,48,100,5928.13,354.40
2,27,3,1147,84,796.64,5.39
33,59,2,484,3,260.64,22.23
34,99,18,195,11,1085.11,99.31
23,4,11,805,68,32.09,3.17
47,20,13,1152,14,328.45,8.34
28,16,15,1783,8,688.06,0.03
19,25,29,1735,7,152.13,3.29
43,39,11,1720,82,4331.88,314.45
24,62,8,520,23,1556.26,13.67
39,18,8,1770,45,3143.48,223.35
1,23,19,794,51,3709.62,120.64
15,32,22,855,36,2440.15,33.20
31,68,22,389,54,4232.22,81.96
18,70,30,1333,34,1319.16,14.25
6,46,10,227,4,315.99,9.21
4,52,10,508,63,1468.31,125.99
19,57,10,1595,43,3799.25,364.09
26,23,12,313,37,3143.56,92.59
5,27,25,508,67,2291.15,46.52
27,99,17,4,23,744.33,31.88
39,42,21,52,43,2716.16,247.34
39,81,24,1226,45,98.09,7.63
36,82,17,1401,37,769.33,57.19
19,83,4,577,69,6462.63,529.85
17,23,24,720,25,1779.72,62.95
24,6,5,478,91,7153.11,228.95
47,51,18,1300,63,4667.92,447.42
16,4,14,564,50,2295.24,156.80
5,71,13,49,11,263.21,21.13
4,89,16,1668,86,4224.14,396.45
27,33,23,400,19,1154.90,55.75
46,8,15,521,7,631.51,12.00
28,19,20,642,88,1624.47,15.19
39,13,24,1007,22,443.08,7.77
32,22,4,1053,48,3324.56,30.29
2,22,5,438,5,80.69,6.24
3,44,6,1713,40,3136.97,218.30
24,78,10,1151,76,197.83,17.45
16,23,17,872,14,110.79,7.82
48,76,22,759,87,77.58,1.04
28,52,13,909,53,1657.22,102.43
25,46,17,406,93,2127.22,55.20
48,88,5,908,39,3066.29,249.47
39,6,28,1213,20,1485.94,2.18
16,32,5,41,87,8594.41,634.21
22,26,1,1221,44,1631.33,138.43
33,38,21,1223,14,536.74,11.89
34,14,19,166,62,3672.54,4.68
48,26,9,347,46,2181.54,198.11
27,47,5,1586,48,545.98,5.54
4,32,3,1043,15,1379.22,49.19
50,75,14,782,28,2797.41,76.79
17,88,3,428,19,158.75,1.42
14,86,6,301,35,334.25,7.30
2,57,21,1092,44,3589.02,34.00
24,13,1,168,56,335.39,13.23
49,58,20,165,64,6008.21,358.46
10,47,15,1489,51,946.13,0.87
10,86,14,1416,36,1543.35,25.42
48,63,13,1821,19,1214.44,103.58
14,24,25,830,36,766.61,25.69
12,83,28,22,93,102.32,4.14
3,60,24,1684,7,568.60,14.60
30,59,29,831,95,3197.65,297.80
41,2,10,745,54,3496.27,50.88
39,11,21,1182,65,2972.04,116.45
19,31,29,441,93,5837.98,186.21
43,93,28,232,24,2085.45,66.02
9,95,29,1257,58,3647.65,103.72
45,67,3,358,82,698.31,35.71
16,49,3,1656,87,1191.12,81.09
40,13,28,1015,60,5324.23,298.46
30,51,25,1240,33,2094.16,174.34
21,31,30,297,17,374.74,22.67
3,6,15,328,57,4145.08,405.41
16,43,2,358,37,1869.19,109.20
7,83,2,730,49,2524.74,218.67
45,14,18,694,41,2889.34,107.31
2,23,21,256,39,3300.23,276.12
11,39,5,31,6,330.01,23.35
43,56,24,1608,35,2997.34,90.49
17,8,29,1765,72,4172.69,29.58
3,89,13,1381,85,2744.67,241.77
43,6,23,1712,51,1428.31,15.97
14,88,15,1134,14,1149.51,81.83
16,15,9,538,82,5853.87,491.87
32,28,13,1134,6,590.15,21.38
40,42,15,1069,28,2193.34,134.27
48,99,8,1327,96,8668.38,690.68
50,35,30,1263,100,7686.94,503.56
50,55,5,1714,60,767.05,46.56
34,81,22,1626,41,2917.74,32.55
47,71,16,664,97,8473.40,245.92
23,31,20,585,20,1475.59,40.74
11,84,17,1531,43,2105.55,123.78
48,42,29,1233,72,690.37,13.84
6,57,28,158,17,642.89,41.91
16,63,23,1290,91,2487.20,190.94
10,63,4,920,34,2241.02,95.49
10,45,9,370,48,4506.93,166.34
21,3,22,1270,1,4.70,0.37
34,76,18,848,23,1620.31,41.83
39,65,22,250,63,3448.84,255.05
30,26,21,450,99,6464.55,6.28
45,43,30,50,95,5122.52,104.86
40,19,17,205,34,1312.16,36.49
8,24,5,1539,63,3874.63,87.64
38,10,13,655,19,1847.70,51.94
26,65,7,1562,24,1525.82,138.06
17,83,28,621,94,9078.14,331.05
45,81,23,326,22,1447.68,99.74
20,35,17,681,37,2213.96,4.78
24,42,16,989,77,6375.57,506.55
6,76,13,1204,26,1569.70,110.10
19,20,4,331,85,2741.43,227.31
7,27,11,1583,62,4593.60,184.31
2,1,5,1600,69,566.03,7.02
29,54,28,1511,98,6383.30,602.66
49,79,3,253,3,278.61,24.46
44,18,5,1313,16,174.84,3.26
19,44,24,960,48,1886.72,80.55
22,65,11,857,61,4006.97,133.66
3,21,7,522,46,2413.02,15.43
20,46,20,1292,79,3354.33,307.19
46,72,27,1523,83,4071.91,326.86
43,9,30,143,93,3558.53,63.64
30,42,9,1394,7,91.11,4.42
30,57,13,709,58,3681.98,148.32
5,73,3,1799,81,5078.10,74.86
44,90,18,500,75,4873.23,214.04
46,64,15,1497,11,1083.81,26.16
34,16,7,283,89,5788.93,180.08
48,86,4,1184,66,1815.04,116.57
24,56,12,320,79,7865.61,189.60
25,74,16,398,85,960.94,43.48
38,20,18,1390,59,3114.69,225.00
24,18,26,849,36,347.52,4.98
30,27,5,1703,80,4435.04,320.11
19,78,18,656,35,623.53,22.76
28,81,19,1653,29,2210.62,49.33
21,98,7,33,14,483.04,43.30
49,14,16,1721,2,199.06,12.42
27,6,29,789,48,184.06,5.93
16,83,10,1568,97,2372.74,126.37
49,2,7,960,30,134.17,8.38
43,43,11,1807,16,334.57,0.97
39,94,11,1557,22,2091.83,125.10
7,40,26,1116,83,6205.61,491.09
2,87,4,1076,11,841.48,46.23
37,30,13,1227,53,5137.24,67.18
36,50,7,1257,93,4834.93,325.39
33,14,28,200,2,182.19,6.31
5,89,9,1704,2,81.31,3.29
28,81,14,163,68,2039.73,146.79
39,8,26,1354,44,1679.09,73.83
33,57,17,540,21,963.95,28.67
43,43,11,1525,47,574.55,53.38
3,67,1,1263,32,1589.09,28.97
33,97,3,1574,13,932.92,91.22
31,87,12,1654,37,256.12,0.02
23,70,16,523,43,3160.50,160.53
29,79,20,325,1,37.22,1.87
17,19,25,1219,33,2074.24,95.84
39,55,12,1158,28,1482.94,61.48
14,81,24,1051,69,859.71,1.62
39,66,8,1731,70,5488.16,38.05
35,21,30,713,67,6384.81,171.27
1,16,26,817,35,1337.38,95.22
6,37,5,1708,75,4850.12,374.93
43,43,2,1813,38,3167.19,311.23
29,65,23,1137,21,517.99,18.60
47,13,28,884,37,1407.17,31.17
8,34,30,1735,76,3122.44,70.55
49,84,18,1333,95,8238.92,377.49
1,80,30,656,12,640.70,38.81
8,70,15,1567,86,5107.17,309.11
50,96,2,630,16,609.83,48.95
20,48,10,1401,31,1442.08,106.89
31,42,2,83,36,3057.41,187.15
48,69,13,179,21,1599.09,116.24
5,100,14,461,10,827.71,63.66
12,30,8,1713,35,3125.73,51.79
6,1,10,1556,37,1865.22,176.33
22,34,9,417,13,999.53,39.22
44,83,2,580,7,38.78,0.50
35,13,19,786,85,6273.41,360.42
39,10,5,57,66,4999.12,464.34
26,31,27,371,52,3505.64,238.09
35,83,4,95,2,191.40,15.62
34,50,19,1472,1,16.51,1.51
30,27,16,1094,3,83.92,2.72
22,67,6,444,72,3393.93,100.19
10,63,4,460,20,875.54,25.41
25,33,5,1332,96,8396.29,736.49
35,41,25,404,91,6467.09,569.31
30,25,29,424,77,5063.66,159.22
32,84,5,1138,87,751.10,2.64
3,81,5,1820,31,549.54,4.42
2,2,29,1040,71,744.85,55.40
3,29,2,1011,18,1354.53,48.54
7,26,5,1036,64,1388.98,43.59
36,83,13,1476,60,5568.01,71.76
47,19,8,1379,77,4248.67,290.46
44,9,30,291,75,184.06,14.94
21,73,24,1466,93,606.08,30.89
10,55,20,1019,56,5165.84,90.46
3,66,28,122,20,280.62,27.48
49,98,14,288,60,5331.17,61.12
50,10,23,200,50,4494.40,316.61
19,26,29,318,85,6634.45,99.85
8,66,5,69,47,3726.98,185.55
47,85,16,915,50,4237.69,41.59
46,41,20,106,86,528.70,25.49
25,89,28,179,21,157.95,12.62
45,83,13,1509,2,56.85,2.25
48,2,11,149,55,4948.75,55.61
2,98,6,731,5,82.96,8.28
18,64,24,1248,39,2482.09,94.65
10,43,30,1600,80,2935.07,26.39
19,89,7,403,45,1356.98,26.31
22,95,22,767,96,7233.20,495.13
7,11,28,122,73,3659.75,128.86
5,67,4,758,66,1493.06,109.49
10,4,4,1483,45,2522.30,121.96
41,2,19,317,26,1096.78,72.21
14,85,24,1023,95,6178.83,587.67
29,92,24,657,19,1152.13,15.27
33,52,29,1543,39,828.52,0.15
50,51,27,884,20,1980.39,45.24
20,12,20,296,48,2942.91,29.37
50,87,18,720,48,1453.21,136.97
38,93,5,1083,75,3864.98,338.39
34,78,9,394,35,2338.83,181.69
32,54,24,1185,38,1030.25,29.90
9,99,11,808,94,6204.22,77.70
1,49,12,1718,44,2525.23,71.77
26,58,5,206,64,4257.59,156.10
33,11,8,1216,80,772.32,21.89
39,59,24,123,7,679.55,51.95
47,89,24,868,82,4911.28,113.81
29,100,26,1790,41,2596.81,237.94
38,46,6,74,29,1711.30,21.88
38,4,15,1667,8,488.65,25.30
33,47,12,821,49,396.87,26.83
1,61,25,646,40,446.90,31.28
21,100,18,875,67,6007.29,122.27
41,60,16,155,91,98.41,0.47
27,72,20,239,76,1455.80,15.36
38,5,8,1082,5,110.55,4.29
37,6,21,1546,47,2545.93,155.17
29,34,29,800,77,3937.90,22.71
7,69,20,1734,40,854.17,0.03
1,4,24,198,36,1553.09,45.62
3,54,7,825,33,1932.29,88.16
13,29,19,334,35,656.12,49.47
27,59,26,1458,50,1883.09,14.42
8,2,20,350,40,1343.77,19.70
42,95,27,31,39,3693.87,150.69
2,48,26,632,85,2003.22,70.18
28,4,10,49,55,605.01,50.46
49,34,14,926,69,4807.13,381.52
24,34,22,1237,32,1957.30,36.23
41,42,25,750,34,678.84,62.56
25,63,9,508,24,1104.45,27.09
4,27,30,639,32,1946.06,155.04
15,27,21,1535,98,9322.38,184.74
17,26,6,1248,4,117.30,2.74
5,48,7,125,18,200.87,14.15
43,93,25,772,35,1154.68,106.02
50,85,18,1094,29,2050.82,44.57
7,59,12,261,29,789.62,67.89
16,49,15,648,85,1217.84,9.14
14,34,19,1515,23,2018.39,23.35
43,21,18,1296,14,575.03,0.51
46,11,5,997,73,2709.30,93.40
8,44,26,297,82,5031.51,373.18
42,37,12,1492,52,5040.27,113.10
30,92,18,204,31,2001.90,30.84
17,29,9,1506,73,5891.58,69.38
31,5,3,1696,38,231.18,8.18
25,37,17,928,54,179.29,12.10
45,89,15,769,95,3921.12,312.79
21,34,5,1211,4,247.98,2.25
37,39,14,1543,29,18.98,1.28
31,69,15,1614,43,294.33,24.40
11,14,24,1012,79,2888.28,279.50
35,6,8,1759,24,1855.30,34.83
31,13,11,1481,52,3477.19,134.71
46,97,25,1271,65,3707.33,238.49
29,59,22,1635,72,5457.15,161.31
15,73,13,1623,72,3419.19,154.02
35,96,30,386,94,9010.22,567.10
18,42,8,785,7,611.28,47.28
32,97,7,1240,21,442.37,19.61
40,19,28,95,88,4063.32,284.25
11,89,17,224,24,576.49,41.86
47,26,27,1397,58,2791.98,107.54
13,83,27,383,35,3079.58,81.50
21,60,1,1303,16,1123.36,49.55
6,89,16,1248,58,172.09,11.61
12,37,16,5,2,2.54,0.18
45,12,13,1616,12,396.75,22.88
6,59,5,1485,34,702.38,67.15
45,16,10,1109,36,2948.71,277.02
20,81,3,1574,47,2731.62,241.93
23,4,21,38,23,483.85,8.70
15,70,12,365,65,3933.52,30.20
41,55,22,1176,35,2587.52,61.06
8,53,17,236,84,653.33,61.09
9,17,28,1339,79,3422.09,4.79
37,69,26,1302,46,266.78,24.93
39,88,16,1256,32,1188.08,60.88
36,25,20,477,65,2042.30,144.76
44,89,4,1188,44,909.24,25.19
18,14,22,546,42,101.42,1.73
36,24,22,444,67,3972.74,350.09
34,72,9,1316,74,1253.14,89.89
43,78,14,1014,90,523.81,47.50
46,28,12,775,42,2586.32,245.87
5,1,8,495,95,4166.92,115.98
10,66,24,1068,22,407.43,19.48
14,75,8,1076,82,1645.88,144.41
20,51,20,1075,85,6266.13,54.43
1,5,28,1209,4,298.15,19.58
1,64,12,797,68,4436.76,420.12
26,46,7,593,32,2641.84,103.14
50,99,3,180,4,112.66,1.47
34,8,15,400,87,4502.75,71.51
4,84,29,1676,71,482.11,34.82
4,67,13,1437,30,2606.37,134.48
30,5,28,1252,68,5913.19,257.06
23,67,21,1633,70,1762.44,11.60
4,51,23,1318,12,949.71,83.24
45,100,19,1551,35,2658.43,43.79
9,16,27,1658,94,386.80,12.88
15,81,19,630,34,436.18,31.67
15,31,14,530,86,5115.49,353.59
6,92,8,669,25,1265.78,64.68
48,88,8,24,16,1120.75,35.53
27,97,2,413,76,5923.34,42.26
3,74,5,502,29,609.09,0.66
5,26,18,1051,71,1121.68,11.02
2,83,29,1197,25,1603.67,142.63
33,12,14,1292,71,6275.93,102.88
28,54,29,299,15,1428.06,138.55
17,59,2,73,95,6552.47,152.47
44,29,17,1675,2,135.09,8.56
27,2,9,502,85,7310.53,593.07
3,100,28,918,27,1372.61,55.06
2,70,19,954,4,277.81,2.18
45,25,12,1261,67,2729.65,26.80
40,2,2,212,3,93.62,4.66
49,80,16,635,39,260.37,8.86
41,53,7,1203,37,967.73,60.38
35,76,22,776,37,1694.12,156.65
21,41,7,750,18,1642.98,76.27
50,32,28,73,77,2940.42,206.99
50,9,12,221,42,3252.48,31.20
24,94,6,1071,64,6367.83,370.93
44,51,2,1503,57,3910.89,15.62
33,43,28,1497,78,2433.36,44.72
10,98,3,90,58,5457.38,60.39
41,84,28,435,19,863.55,44.99
50,30,21,1274,84,8080.37,227.40
41,48,17,749,23,1378.43,30.53
40,55,6,1532,29,1374.67,41.52
27,16,23,1277,51,1868.30,130.37
40,11,20,1823,16,1311.76,125.61
3,52,8,1507,52,3535.18,97.28
49,43,13,645,29,1485.07,117.94
2,97,29,479,83,528.00,17.72
23,4,15,648,19,1832.00,137.04
5,73,1,938,11,27.23,1.67
2,81,4,1628,11,301.31,29.43
12,12,9,682,65,3574.77,145.46
42,83,30,1271,79,2134.50,167.39
12,64,17,812,35,81.83,0.14
17,58,26,1517,19,1232.09,122.63
41,86,2,20,40,2626.13,161.41
25,46,29,1407,50,2779.52,179.44
35,12,13,1131,17,284.43,23.11
37,29,24,873,94,8994.22,201.67
2,14,1,1570,37,1800.22,106.78
4,76,28,459,74,2242.29,90.12
17,75,24,1417,94,8523.06,608.69
16,81,29,1202,60,992.73,74.98
7,35,28,1358,84,1098.98,11.88
19,41,15,623,60,3442.62,103.74
47,86,25,1651,26,872.89,58.96
7,94,1,1811,57,918.01,74.87
46,74,15,441,61,1393.14,34.24
44,26,26,1434,64,6198.94,546.77
33,91,2,1774,97,3677.33,113.61
2,62,7,1251,7,46.10,4.04
21,1,3,1704,36,253.22,15.31
42,88,24,771,47,3199.28,225.69
20,31,12,305,34,2097.49,135.32
2,61,6,1226,97,8353.24,739.11
5,36,10,521,16,868.83,29.24
24,6,9,1269,49,4453.62,430.48
9,33,8,1349,37,2609.77,195.47
34,20,4,1686,10,319.55,3.08
19,22,24,538,7,66.06,0.72
49,21,11,1335,90,1266.45,102.72
19,38,17,266,80,704.72,8.33
37,82,27,1317,95,6076.81,289.08
38,83,24,1753,100,3999.22,295.49
3,31,11,220,69,77.93,0.24
11,98,13,1222,60,3577.68,145.42
11,57,19,1500,46,607.77,53.87
32,16,26,385,67,1301.24,118.10
40,1,7,1687,10,466.65,23.50
8,100,28,1576,19,871.81,24.79
47,95,22,1722,12,598.54,58.93
40,89,25,606,39,593.81,1.26
47,21,13,1778,31,1416.79,95.23
2,43,16,471,27,187.81,15.40
1,79,6,1185,32,913.66,82.68
24,59,22,1210,47,1017.44,10.75
28,90,29,805,72,67.99,6.68
8,87,22,216,22,1022.60,44.93
3,100,28,535,21,62.06,4.24
46,90,12,642,88,3612.46,190.76
46,15,1,1466,94,3538.58,6.54
44,85,4,93,82,4803.31,46.62
37,1,18,1472,20,566.20,55.38
44,71,18,704,21,1598.61,105.56
26,65,12,33,39,2001.34,20.30
12,26,6,610,98,6523.25,233.42
16,76,30,1234,10,512.39,45.25
9,14,8,1370,36,1465.72,104.72
28,33,14,797,83,897.27,9.22
50,26,19,619,65,1017.15,60.57
38,2,4,612,85,7075.77,367.61
7,94,10,533,91,2770.07,25.89
28,21,16,591,26,1890.17,127.03
31,55,20,1524,42,1879.00,29.01
11,18,6,1519,14,721.32,41.10
24,29,18,26,27,2294.28,184.07
40,91,7,1817,93,7356.10,640.67
37,58,12,864,66,6366.50,626.05
20,52,1,80,26,2135.02,167.42
43,74,8,454,66,4332.97,343.09
10,17,28,1229,83,2037.74,51.14
16,70,25,127,21,1011.52,63.14
31,56,2,618,11,523.14,33.74
22,1,26,1731,58,2918.55,146.05
6,74,8,1662,36,2220.15,128.30
5,33,25,772,54,3425.57,21.47
31,74,14,916,34,1844.30,91.79
13,87,23,785,85,1518.93,52.03
30,7,15,1782,31,3033.39,147.03
32,76,17,319,91,8741.65,377.36
45,57,10,1011,22,1137.04,96.24
41,29,14,977,99,5071.12,359.57
36,89,10,576,79,3163.13,282.16
20,1,27,291,28,2527.39,86.14
39,60,8,1461,58,3537.02,251.18
25,77,8,1330,53,4593.40,287.21
31,53,25,788,93,7665.56,666.05
3,39,5,1294,86,2113.48,40.40
6,41,4,1758,92,8091.88,444.31
32,19,7,422,26,707.27,14.76
10,56,18,1303,87,2626.99,13.09
29,42,20,1749,5,97.80,2.57
31,4,12,704,1,40.02,1.27
39,73,25,1286,28,1706.55,34.41
39,85,19,1690,78,2347.59,163.86
7,71,9,360,88,7926.48,328.63
44,60,26,440,99,3277.95,202.54
25,79,15,1151,17,1358.43,49.66
